0.051267	0.559648	1
-0.092742	0.547952	1
-0.21371	0.5538	1
-0.375	0.401752	1
-0.51325	0.372512	1
-0.52477	0.16784	1
-0.39804	0.0274856	1
-0.30588	-0.1538	1
0.016705	-0.323392	1
0.13191	-0.411112	1
0.38537	-0.452048	1
0.52938	-0.41696	1
0.63882	-0.194736	1
0.73675	-0.147952	1
0.54666	0.390056	1
0.322	0.46608	1
0.16647	0.430992	1
-0.046659	0.653216	1
-0.17339	0.559648	1
-0.47869	0.507016	1
-0.60541	0.477776	1
-0.62846	0.267248	1
-0.59389	0.0040936	1
-0.42108	-0.218128	1
-0.11578	-0.317544	1
0.20104	-0.481288	1
0.46601	-0.428656	1
0.67339	-0.428656	1
-0.13882	0.43684	1
-0.29435	0.623976	1
-0.26555	0.770176	1
-0.16187	0.64152	1
-0.17339	0.518712	1
-0.28283	0.37836	1
-0.36348	0.249704	1
-0.30012	0.0216376	1
-0.23675	-0.171344	1
-0.06394	-0.147952	1
0.062788	-0.130408	1
0.22984	-0.32924	1
0.2932	-0.18304	1
0.48329	-0.147952	1
0.64459	-0.112864	1
0.46025	0.0099416	1
0.6273	0.126904	1
0.57546	0.214616	1
0.72523	0.354968	1
0.22408	0.419296	1
0.44297	0.536256	1
0.322	0.5538	1
0.13767	0.460232	1
-0.0063364	0.31988	1
-0.092742	0.442688	1
-0.20795	0.284792	1
-0.20795	0.1386	1
-0.43836	0.173688	1
-0.21947	-0.0134504	1
-0.13882	-0.218128	1
0.18376	0.746784	0
0.22408	0.623976	0
0.29896	0.49532	0
0.50634	0.606432	0
0.61578	0.58304	0
0.60426	0.477776	0
0.76555	0.401752	0
0.92684	0.29064	0
0.82316	0.220464	0
0.96141	0.0684208	0
0.93836	0.0099416	0
0.86348	-0.0660816	0
0.89804	-0.165496	0
0.85196	-0.294152	0
0.82892	-0.41696	0
0.79435	-0.4462	0
0.59274	-0.5924	0
0.51786	-0.47544	0
0.46601	-0.335088	0
0.35081	-0.463744	0
0.28744	-0.615792	0
0.085829	-0.604096	0
0.14919	-0.463744	0
-0.13306	-0.35848	0
-0.40956	-0.32924	0
-0.39228	-0.206432	0
-0.74366	-0.206432	0
-0.69758	0.0333336	0
-0.75518	0.23216	0
-0.69758	0.547952	0
-0.4038	0.565496	0
-0.38076	0.735088	0
-0.50749	0.723392	0
-0.54781	0.565496	0
0.10311	0.623976	0
0.057028	0.735088	0
-0.10426	0.793568	0
-0.081221	0.88712	0
0.28744	0.8696	0
0.39689	0.659064	0
0.63882	0.711696	0
0.82316	0.530408	0
0.67339	0.512864	0
1.0709	0.08012	0
-0.046659	-0.463744	0
-0.23675	-0.510528	0
-0.15035	-0.294152	0
-0.49021	-0.24152	0
-0.46717	-0.107016	0
-0.28859	-0.0485384	0
-0.61118	-0.0543856	0
-0.66302	-0.171344	0
-0.59965	-0.335088	0
-0.72638	-0.0660816	0
-0.83007	0.249704	0
-0.72062	0.430992	0
-0.59389	0.395904	0
-0.48445	0.799416	0
-0.0063364	0.799416	0
0.63265	-0.0244896	0
